frame_length,rssi,packet_rate,duration,src_mac_freq,dst_mac_freq,deauth_count,label
24,-51.2,291.5,5,22,105,98,1
883,-41.8,61.3,64,3,5,1,0
92,-38.1,128.6,7,81,72,29,1
104,-57.8,75.0,83,6,7,2,0
40,-65.9,364.3,8,76,43,107,1
607,-40.9,15.1,130,5,2,0,0
60,-49.2,426.1,5,26,38,98,1
499,-48.4,72.7,34,5,5,2,0
417,-53.1,218.2,105,23,11,20,0
31,-43.3,528.2,21,15,31,166,1
880,-50.0,92.5,146,4,5,0,0
423,-59.9,61.3,118,5,6,1,0
778,-95.0,235.1,27,3,6,0,0
38,-64.7,522.9,2,44,46,105,1
764,-89.2,161.4,239,7,3,0,0
284,-43.6,150.0,110,5,3,0,0
321,-80.8,74.8,134,6,4,2,0
46,-51.3,285.5,8,98,52,120,1
26,-61.0,598.5,10,20,51,223,1
656,-77.4,283.6,69,29,7,25,0
97,-51.5,141.4,14,49,27,24,1
685,-62.3,35.2,135,2,10,2,0
40,-42.7,317.6,140,50,8,19,0
24,-40.6,616.1,23,124,81,68,1
380,-56.5,15.0,153,6,4,0,0
425,-44.7,113.3,158,8,9,0,0
24,-36.1,391.6,23,87,45,27,1
597,-91.6,9.8,168,4,8,4,0
559,-48.5,33.8,159,4,7,2,0
32,-38.7,491.8,0,84,48,97,1
37,-37.1,421.8,7,215,89,48,1
47,-50.3,544.0,11,74,110,84,1
334,-61.0,36.5,24,9,1,2,0
747,-70.9,115.6,104,2,10,1,0
24,-42.2,401.1,29,66,10,21,1
32,-49.2,347.5,2,15,62,141,1
31,-39.4,324.1,10,72,73,150,1
689,-58.2,129.2,13,6,6,1,1
544,-50.5,60.7,90,5,10,2,0
40,-53.8,25.1,184,6,9,1,0
47,-51.1,835.6,0,82,35,101,1
77,-65.1,109.0,9,58,40,26,1
729,-79.3,103.3,96,7,6,1,0
35,-58.9,304.5,0,152,75,41,1
44,-52.6,303.2,0,126,10,88,1
439,-65.9,36.8,198,8,13,0,0
282,-65.2,109.3,269,3,8,1,0
1065,-68.3,44.5,155,6,7,1,0
564,-52.3,79.3,139,9,2,1,0
38,-45.8,257.9,8,67,75,148,1
746,-58.7,200.3,114,1,6,0,0
559,-51.0,158.8,73,7,6,1,0
905,-77.7,119.1,67,2,8,0,0
48,-56.7,322.1,18,73,115,65,1
658,-70.2,253.2,133,6,9,2,0
970,-73.4,59.8,223,6,3,2,0
49,-41.8,404.5,22,227,10,8,1
116,-37.6,158.3,7,85,10,12,1
337,-54.7,46.5,133,6,1,0,1
770,-55.2,140.1,151,2,4,1,0
316,-77.2,20.7,89,5,7,1,0
40,-48.5,55.2,62,6,4,0,0
629,-47.1,34.9,203,9,3,0,0
411,-67.3,14.6,81,4,6,1,0
113,-68.2,201.0,164,47,8,30,0
29,-70.6,473.8,11,74,18,26,1
574,-61.6,81.1,222,7,7,2,0
740,-72.7,60.2,116,8,4,0,0
24,-59.0,385.6,1,130,130,37,1
524,-60.7,32.2,88,6,9,1,0
512,-64.7,43.6,168,6,6,2,0
876,-79.0,164.7,12,12,3,0,0
289,-40.9,111.3,73,2,5,3,0
1413,-65.9,377.2,70,15,4,12,0
682,-61.5,66.8,237,4,13,4,0
524,-52.8,29.6,181,6,4,3,0
787,-56.9,176.4,131,2,6,2,0
38,-48.7,494.9,6,125,41,118,1
386,-80.0,33.6,134,3,3,1,0
38,-57.1,382.8,17,117,19,8,1
356,-42.1,22.3,62,9,8,2,0
34,-48.3,336.0,8,175,84,132,1
24,-37.7,481.5,18,64,58,135,1
859,-52.3,65.7,36,2,5,1,0
386,-62.0,89.4,0,6,4,1,0
225,-78.8,74.0,47,8,7,2,0
532,-59.4,105.2,151,6,5,1,0
24,-62.4,410.5,18,90,163,104,1
449,-63.9,68.5,171,6,10,1,0
186,-52.3,121.6,91,7,6,2,0
439,-71.6,76.3,124,5,6,0,0
54,-40.0,327.2,9,15,23,69,1
644,-71.6,100.3,91,9,4,1,0
24,-49.3,463.5,8,107,99,101,1
193,-61.1,61.1,100,8,3,1,0
420,-73.2,200.5,111,6,10,2,0
1056,-52.1,53.8,193,4,3,1,0
1014,-71.0,56.1,104,5,8,0,0
640,-41.8,63.6,112,4,7,2,0
645,-43.4,89.1,42,12,7,3,0
24,-47.7,281.2,5,137,118,64,1
24,-41.2,295.2,11,159,35,67,1
971,-69.2,90.8,120,4,9,1,0
40,-49.5,407.8,6,87,137,160,1
115,-44.8,172.4,21,28,38,23,1
24,-57.3,401.9,5,175,112,166,1
24,-52.5,400.4,7,69,92,32,1
616,-73.5,25.5,25,8,10,0,0
652,-54.9,24.4,54,6,5,0,0
661,-30.5,9.3,106,5,4,1,0
45,-42.1,444.4,8,151,100,113,1
53,-41.5,228.3,12,199,138,173,1
399,-69.3,11.6,97,4,11,2,0
1283,-53.9,111.7,25,9,3,1,0
38,-62.6,91.0,9,100,103,141,1
107,-59.9,84.3,82,9,3,0,0
98,-58.7,153.2,1,18,113,26,0
50,-53.7,557.6,10,61,53,149,1
40,-34.2,44.3,58,4,4,2,0
619,-67.9,80.3,50,3,2,0,0
58,-27.0,473.0,1,132,17,52,1
37,-37.5,313.8,2,101,12,63,1
1146,-59.3,142.6,131,12,8,0,0
708,-51.9,55.5,77,7,3,0,0
30,-56.4,238.1,12,149,55,136,1
26,-45.8,366.8,12,185,54,46,1
70,-28.5,138.1,12,163,12,26,1
404,-42.6,122.5,24,7,5,1,0
211,-61.5,59.6,176,10,5,1,0
47,-59.9,220.7,14,122,27,87,1
416,-67.7,5.7,111,4,8,1,0
58,-49.7,174.7,2,122,68,14,1
681,-36.6,39.7,165,3,5,2,0
307,-55.7,96.8,95,6,6,0,0
24,-49.8,388.7,9,146,68,69,1
25,-53.4,377.7,16,76,88,97,1
40,-51.3,47.7,0,9,5,2,1
608,-45.5,41.1,97,12,5,2,0
549,-70.8,50.9,25,6,2,2,0
77,-41.8,41.6,177,5,5,1,0
967,-59.3,41.8,1,3,5,4,0
413,-53.7,85.7,90,7,7,0,0
46,-42.7,350.8,0,152,10,82,1
743,-76.3,13.9,0,7,7,0,0
36,-44.1,508.0,4,31,91,78,1
37,-49.0,420.5,0,97,50,68,1
314,-43.7,75.5,196,4,6,0,0
429,-71.4,70.0,160,6,11,1,0
599,-28.0,162.4,124,7,6,0,0
24,-50.0,526.0,24,112,19,206,1
45,-57.9,398.0,5,106,121,182,1
925,-95.0,27.1,5,1,4,2,0
39,-74.6,386.5,15,88,115,194,1
78,-36.8,127.7,17,150,123,22,1
373,-68.7,33.2,0,7,8,1,0
45,-39.6,337.8,10,74,60,109,1
687,-70.2,107.6,73,4,1,1,0
40,-50.5,355.5,25,89,67,8,1
725,-54.6,39.7,0,5,6,0,0
613,-81.1,20.5,193,3,5,2,0
624,-74.1,320.9,153,36,8,11,0
706,-61.9,39.9,173,6,4,2,0
758,-90.0,52.1,41,11,2,2,0
370,-74.0,271.6,216,54,7,30,0
24,-26.5,381.8,6,187,84,109,1
392,-61.8,186.5,42,4,7,3,0
117,-41.1,102.3,35,132,108,32,1
44,-39.5,444.6,18,151,114,146,1
44,-64.4,207.1,0,59,10,38,1
683,-43.1,103.0,127,6,9,0,0
679,-67.2,71.6,168,4,7,4,0
25,-33.7,136.1,14,45,123,94,1
40,-52.1,103.4,100,10,6,5,0
484,-51.2,415.4,61,22,10,4,0
39,-36.7,285.7,2,83,68,70,1
1305,-86.1,68.2,121,9,7,0,0
41,-39.4,370.5,15,129,82,141,1
827,-62.1,346.2,206,38,4,28,0
501,-45.0,52.5,74,12,7,2,0
587,-63.8,51.6,35,5,4,3,0
811,-67.9,15.4,150,6,9,0,0
50,-53.2,360.8,2,96,145,78,1
433,-52.4,17.0,169,3,6,3,0
488,-60.7,133.7,90,11,4,4,0
441,-68.0,192.8,95,7,6,2,0
41,-61.4,587.0,11,109,78,131,1
27,-35.0,291.9,8,124,18,184,1
824,-50.3,164.0,97,4,9,0,0
24,-46.1,432.7,0,132,76,113,1
69,-49.5,178.0,1,162,117,27,1
561,-75.6,79.4,167,8,6,2,0
42,-26.7,406.6,0,61,99,108,1
446,-70.9,49.6,0,3,4,0,0
261,-56.2,234.8,117,7,4,0,0
709,-76.1,45.7,47,6,5,1,0
554,-55.2,195.0,127,43,9,4,0
40,-46.0,618.0,0,159,79,94,1
1126,-66.2,10.5,122,7,6,0,0
217,-77.4,33.2,129,8,11,1,0
24,-40.9,180.8,11,143,59,52,1
783,-40.8,51.7,0,6,10,0,0
321,-49.6,62.1,76,4,7,2,0
34,-44.0,385.0,30,163,77,131,1
36,-42.0,387.3,6,123,90,121,1
34,-49.3,348.4,0,57,10,201,1
84,-42.0,168.1,4,66,83,6,1
47,-45.4,358.1,3,81,75,101,1
374,-77.8,214.2,131,51,5,26,0
40,-48.0,312.2,6,120,47,150,1
1211,-57.3,13.2,169,3,7,0,0
40,-53.9,85.3,93,5,5,1,0
569,-59.5,140.1,189,6,7,0,0
43,-60.0,494.4,13,190,90,186,1
598,-67.8,51.8,57,10,7,0,0
619,-81.2,99.8,62,6,2,1,0
415,-80.8,36.2,125,10,9,0,0
336,-62.1,225.1,89,67,6,12,0
143,-42.5,159.7,9,152,122,13,1
99,-40.2,68.2,24,81,76,28,1
48,-50.5,60.0,6,146,111,57,1
565,-79.8,74.5,45,7,7,0,1
1342,-53.5,76.2,181,3,6,2,0
29,-50.6,147.4,4,44,86,52,1
54,-52.2,190.9,0,43,100,8,1
1439,-55.8,47.5,199,5,8,2,0
44,-50.3,335.4,24,99,43,94,1
40,-66.4,86.4,170,11,10,0,0
40,-39.6,159.2,246,6,5,1,0
425,-73.9,15.9,43,5,5,0,0
516,-52.9,267.3,144,10,6,28,0
42,-47.0,356.8,11,60,103,147,1
32,-55.2,385.9,18,15,98,51,1
465,-68.9,134.2,25,3,5,0,0
352,-64.9,41.5,48,3,1,2,1
496,-62.7,49.2,129,6,8,1,0
812,-77.0,34.4,139,9,8,2,0
380,-79.8,86.9,323,8,3,1,0
751,-51.2,156.9,9,3,2,1,0
1351,-36.5,86.3,86,13,5,0,0
587,-55.3,58.1,78,10,3,1,0
597,-84.2,53.3,115,5,5,1,0
40,-42.9,348.3,111,52,10,17,0
24,-45.6,334.4,1,66,95,169,1
476,-63.2,89.6,9,6,3,3,0
40,-38.9,51.9,127,3,7,1,0
58,-51.1,14.7,55,7,9,2,0
24,-38.0,620.5,0,54,10,64,1
40,-43.4,71.5,125,4,7,0,0
714,-44.6,135.8,0,4,10,0,0
47,-32.9,424.0,0,114,10,130,1
40,-61.9,100.7,80,1,2,0,0
261,-95.0,46.8,128,4,3,0,0
705,-62.8,38.6,166,6,5,4,0
655,-63.2,231.5,120,47,3,10,0
27,-50.4,468.5,3,163,34,202,1
33,-50.5,60.0,2,99,64,86,1
533,-76.1,22.9,166,3,12,1,0
980,-67.0,114.5,144,4,10,1,0
644,-55.6,111.9,0,2,2,1,0
47,-49.7,377.2,7,146,27,196,1
40,-65.7,75.4,113,9,13,1,0
36,-61.8,448.9,15,63,71,87,1
25,-50.1,457.4,7,46,46,8,1
512,-64.7,198.8,161,4,6,1,0
65,-50.8,174.7,5,142,109,26,1
833,-78.8,41.7,166,6,4,1,0
406,-73.3,76.2,65,6,11,1,0
357,-40.0,20.3,156,10,6,3,0
1352,-80.8,88.2,27,8,2,2,0
68,-44.2,204.6,8,90,132,39,1
799,-61.7,38.1,163,4,5,1,0
282,-65.2,73.5,58,6,9,1,0
868,-64.6,12.7,19,4,9,1,0
38,-39.9,100.7,17,82,66,157,1
805,-41.0,207.7,47,3,6,1,0
70,-79.7,108.8,65,7,5,1,0
543,-45.9,121.8,134,39,7,23,0
125,-57.0,129.0,23,85,46,11,1
24,-58.4,189.0,0,100,19,24,1
170,-75.0,61.2,21,4,7,3,0
38,-44.4,349.3,13,157,26,80,1
660,-64.0,13.4,120,4,2,0,0
38,-36.7,564.6,9,167,58,205,1
564,-59.0,63.1,119,4,8,0,0
710,-66.8,210.7,118,49,7,27,0
1217,-54.2,238.5,48,52,4,22,0
99,-49.7,53.5,15,85,123,20,1
210,-68.4,62.9,88,11,6,2,0
856,-42.7,56.1,142,11,5,1,0
39,-55.6,577.6,11,112,98,66,1
45,-56.8,273.2,13,15,52,88,1
130,-50.3,120.3,20,113,33,8,1
35,-49.3,422.3,14,113,10,97,1
41,-53.5,564.4,0,46,43,120,1
37,-40.4,456.9,2,145,64,152,1
717,-46.5,28.0,226,5,6,2,0
109,-83.3,55.8,199,5,9,0,0
554,-52.9,49.6,167,10,8,3,0
621,-42.4,237.9,26,7,7,0,0
103,-47.3,139.2,0,40,86,6,1
303,-52.3,49.5,66,7,4,2,0
24,-47.4,574.9,6,137,92,212,1
69,-38.3,187.3,0,15,94,17,1
414,-75.4,82.0,0,4,7,1,0
731,-60.8,26.4,42,7,4,0,0
37,-46.3,224.8,0,174,58,165,1
40,-59.1,21.7,74,5,8,2,0
216,-61.8,229.6,45,8,5,0,0
42,-74.5,599.8,9,100,46,157,1
38,-45.5,245.2,0,124,118,96,1
475,-64.6,7.3,2,9,4,2,0
192,-36.2,28.8,143,5,5,1,0
143,-58.0,184.1,0,138,86,21,1
39,-57.4,466.1,16,133,54,65,1
29,-43.3,205.5,10,101,49,161,1
100,-57.3,93.7,16,92,10,30,1
775,-74.6,72.1,206,9,9,3,1
24,-68.2,303.2,4,87,107,89,1
465,-46.9,234.6,121,4,9,3,0
591,-95.0,108.8,214,5,8,1,0
588,-60.7,166.5,137,3,6,0,0
1068,-80.3,111.1,99,5,3,1,0
90,-77.4,267.6,180,48,6,19,0
556,-74.7,109.2,151,10,6,0,0
40,-42.0,213.7,114,9,6,0,0
460,-73.0,80.0,212,62,5,4,0
29,-35.4,507.0,13,15,151,23,1
43,-49.5,191.0,0,73,71,75,1
203,-58.0,183.6,214,74,9,8,0
813,-59.6,43.1,92,4,7,1,0
652,-76.4,18.8,146,4,7,1,0
124,-41.8,189.0,99,7,7,2,0
1069,-66.8,12.3,200,3,5,3,0
40,-44.5,486.4,2,107,46,41,1
42,-41.9,300.1,14,136,85,46,1
33,-36.3,280.8,8,102,48,64,1
1009,-76.5,29.9,63,2,6,1,0
409,-52.1,82.5,104,4,4,0,0
40,-52.8,42.7,116,6,4,3,0
42,-53.9,493.1,0,107,102,204,1
53,-55.1,503.4,0,123,10,150,1
801,-74.8,47.7,94,8,11,1,0
530,-78.4,66.3,63,5,3,0,0
40,-37.8,252.1,12,15,52,134,1
38,-57.1,379.9,21,15,10,108,1
595,-51.0,77.3,83,6,7,0,0
550,-84.4,59.2,95,10,4,0,1
35,-40.1,372.0,15,75,146,51,1
392,-43.9,67.5,195,1,3,2,0
40,-78.2,80.5,0,6,12,1,0
98,-43.5,216.2,0,114,12,41,1
182,-86.6,19.6,249,6,5,0,0
964,-75.4,21.6,91,6,5,0,0
58,-34.0,181.8,10,25,88,128,1
27,-48.9,380.9,15,75,110,40,1
159,-62.8,96.7,73,5,8,2,0
86,-76.1,8.7,128,5,4,2,0
434,-67.6,16.4,129,9,8,2,0
299,-68.8,29.2,74,9,7,2,0
92,-68.4,164.9,96,5,13,1,0
108,-44.7,146.1,14,17,39,22,1
28,-43.4,381.0,3,67,138,102,1
24,-44.3,302.9,10,88,79,82,1
35,-46.2,275.2,36,95,131,98,1
117,-37.8,138.2,12,111,121,21,1
380,-45.1,116.7,95,10,6,1,0
680,-82.5,119.7,284,40,4,15,0
26,-59.6,365.4,12,21,118,84,1
445,-68.3,88.7,0,8,6,1,0
104,-39.1,194.7,6,83,44,38,1
739,-51.0,105.8,132,5,11,1,0
45,-58.4,154.6,7,149,51,183,1
643,-50.7,126.7,80,8,7,1,0
28,-69.2,355.5,8,128,75,74,1
738,-56.1,141.2,135,8,3,0,0
778,-53.6,98.7,76,4,6,2,0
49,-47.3,490.8,0,65,47,51,1
61,-51.9,147.7,11,158,75,76,1
29,-51.0,507.9,10,82,141,230,1
36,-62.5,60.0,19,76,65,184,1
40,-84.3,153.2,153,7,4,2,0
823,-46.4,144.4,146,7,5,2,1
462,-47.0,12.8,154,7,5,1,0
873,-43.8,49.5,89,2,5,2,0
44,-46.7,213.9,1,48,10,39,1
46,-44.9,349.1,1,69,43,98,1
246,-49.6,33.7,166,9,6,0,0
44,-56.1,604.8,3,88,67,215,1
665,-64.5,57.9,27,5,3,3,0
549,-71.0,377.7,142,53,14,19,0
859,-43.8,19.4,144,5,6,1,0
218,-45.8,161.8,114,74,7,24,0
37,-40.2,159.3,10,205,10,32,1
1191,-86.1,152.6,14,6,7,0,0
597,-46.3,101.4,29,8,5,2,0
467,-50.2,195.7,128,3,6,3,0
41,-43.6,339.6,4,151,116,140,1
49,-38.6,589.5,4,37,34,114,1
772,-91.7,7.3,88,2,6,0,0
788,-49.7,350.8,5,22,4,24,0
40,-43.2,101.5,209,5,5,0,0
875,-76.6,262.3,86,4,6,0,0
551,-62.5,41.8,118,7,5,2,0
41,-40.7,102.8,18,157,20,86,1
315,-42.2,46.2,80,5,6,0,0
37,-38.1,355.0,8,80,53,143,1
25,-54.6,413.6,10,111,84,64,1
882,-64.9,147.7,237,9,6,0,0
431,-69.1,57.5,165,6,3,0,0
1356,-53.4,162.8,102,10,1,2,0
437,-59.1,62.5,60,2,6,2,0
587,-75.2,179.9,171,4,3,0,0
56,-60.6,223.2,4,157,157,146,1
838,-83.5,86.4,105,4,12,2,0
859,-78.9,32.8,133,7,7,1,0
670,-41.9,57.8,80,7,6,1,0
552,-64.1,304.3,32,14,6,12,0
720,-56.5,27.5,52,6,3,2,0
355,-52.4,71.8,78,5,4,1,0
40,-73.9,152.4,126,4,5,0,0
869,-62.1,108.5,180,3,7,1,0
413,-67.4,30.3,203,2,8,2,0
555,-45.0,49.8,150,3,7,1,0
133,-68.0,105.5,72,4,8,3,0
209,-83.8,11.4,229,4,1,0,0
870,-57.8,213.5,158,7,4,1,0
122,-48.8,80.0,0,75,3,17,0
88,-68.5,51.2,245,5,7,1,0
191,-67.5,127.3,164,7,3,1,0
154,-54.8,100.3,169,8,10,1,0
649,-54.9,98.6,197,8,7,1,0
24,-39.2,177.6,6,53,25,26,1
61,-46.1,128.2,7,115,135,17,1
38,-39.5,444.5,11,158,42,119,1
1279,-66.0,77.7,158,4,7,3,0
40,-46.5,34.5,136,5,7,1,0
40,-67.8,87.7,130,3,8,1,0
630,-55.0,40.8,124,8,4,1,0
408,-59.2,20.9,97,4,8,0,0
291,-86.2,228.3,79,10,3,31,0
35,-45.9,605.6,8,89,111,110,1
115,-47.3,28.8,89,4,6,2,0
57,-45.2,340.4,4,110,10,223,1
462,-64.6,44.9,73,5,3,3,0
40,-54.2,40.4,126,6,7,1,0
40,-57.8,374.1,10,74,55,47,1
40,-45.8,129.8,133,11,9,2,0
480,-59.6,45.0,168,5,2,0,0
40,-68.0,164.4,130,15,6,1,0
40,-60.6,303.3,205,62,2,4,0
34,-42.1,366.2,19,130,187,164,1
536,-80.6,23.1,38,4,4,2,0
426,-69.0,23.7,208,2,6,1,0
632,-64.0,77.7,108,4,7,3,0
36,-39.2,518.5,1,208,64,77,1
1198,-65.0,60.6,175,11,6,0,0
74,-50.1,71.5,189,4,6,0,0
383,-61.2,122.6,180,7,6,3,0
48,-53.4,415.4,11,154,142,201,1
239,-44.8,130.3,0,51,121,20,1
624,-68.5,77.7,113,11,7,3,0
74,-56.3,304.8,123,80,9,13,0
45,-59.3,562.3,1,72,148,48,1
691,-66.5,84.0,132,8,7,1,0
122,-69.7,74.9,176,5,7,0,0
24,-48.2,146.2,15,73,57,8,1
861,-79.8,254.7,62,15,5,4,0
32,-47.1,276.2,0,97,67,165,1
585,-72.8,69.5,29,7,8,3,0
997,-59.3,165.9,53,6,3,1,0
47,-30.9,413.3,0,86,51,49,1
982,-38.7,135.6,36,8,13,2,0
287,-73.5,137.2,33,6,9,1,0
30,-51.3,344.9,6,115,10,163,1
51,-39.1,357.8,19,49,60,93,1
314,-59.3,63.0,120,10,9,0,1
89,-64.7,338.8,186,39,7,31,0
718,-45.6,61.1,104,9,6,1,0
304,-81.0,133.4,57,9,7,3,0
185,-42.5,29.2,100,9,9,1,0
276,-78.6,94.3,47,4,5,3,0
25,-58.8,234.6,10,79,31,222,0
587,-74.4,336.3,70,48,10,32,0
810,-79.5,59.5,32,5,6,2,0
842,-65.0,110.1,81,4,7,2,0
436,-60.9,425.6,139,3,8,2,0
25,-33.1,165.0,0,32,121,38,0
654,-82.0,55.7,56,7,2,1,0
38,-42.4,187.0,5,132,92,33,1
623,-57.9,57.6,153,9,7,1,0
674,-52.3,5.9,125,3,6,2,0
461,-70.4,22.9,101,5,6,0,0
421,-61.0,23.1,188,3,5,0,0
257,-66.5,102.6,64,8,9,2,0
43,-44.6,187.0,6,42,49,106,1
592,-51.4,47.4,156,3,6,3,0
32,-43.5,161.0,9,179,124,63,1
882,-62.6,46.2,110,6,2,1,0
43,-51.6,402.4,10,61,50,45,1
32,-51.7,277.5,0,42,124,55,1
40,-37.1,612.1,2,115,133,130,1
933,-51.2,23.2,99,10,7,0,0
61,-53.6,186.8,11,25,20,20,1
794,-48.9,50.5,166,5,9,2,0
308,-53.7,63.9,68,8,4,1,0
64,-37.5,392.5,0,98,87,91,1
36,-54.9,535.3,0,84,96,74,1
530,-75.8,282.2,103,63,7,14,0
70,-77.3,27.3,119,3,7,2,0
699,-60.9,93.3,240,8,3,0,0
24,-42.4,382.3,15,153,29,230,1
279,-68.6,39.1,181,5,6,0,0
721,-58.2,26.5,177,5,7,1,0
979,-46.6,54.3,146,4,6,2,0
53,-44.2,548.2,4,65,62,70,1
214,-64.9,34.3,134,8,8,1,0
653,-68.6,50.1,128,4,8,0,0
720,-52.0,107.5,186,4,6,1,0
32,-53.0,393.5,14,57,86,136,1
37,-49.2,385.5,0,108,102,71,1
271,-56.6,29.8,131,4,7,0,0
529,-73.0,31.9,168,4,5,0,0
233,-68.2,95.3,135,5,2,0,0
51,-55.6,127.8,16,108,73,42,1
42,-47.8,352.4,13,150,64,113,1
756,-65.6,122.6,171,10,8,1,0
627,-57.6,51.5,130,6,11,1,0
455,-74.5,97.4,106,9,7,1,0
29,-26.8,697.1,16,59,71,78,1
816,-71.0,341.9,90,51,7,19,0
24,-44.3,313.4,0,148,96,120,1
40,-52.7,41.3,67,6,2,1,0
127,-68.0,138.5,3,62,101,14,1
34,-52.1,398.1,16,28,50,91,1
210,-46.6,28.9,279,6,12,1,0
578,-48.3,110.3,238,8,4,0,0
24,-43.7,333.6,0,108,37,46,1
716,-69.0,68.5,125,3,7,0,0
44,-50.4,536.4,9,46,85,75,1
590,-62.8,55.8,114,5,7,1,0
24,-48.7,407.6,12,144,80,137,1
638,-62.3,151.4,135,11,9,1,0
545,-80.9,37.5,187,2,5,1,0
910,-73.8,103.9,46,12,6,0,0
261,-72.6,105.3,41,3,5,0,0
79,-70.4,78.3,79,4,4,0,0
798,-66.6,74.7,75,5,8,0,0
48,-53.7,682.9,11,53,10,115,1
976,-62.2,113.4,233,5,10,2,0
40,-60.6,49.5,106,7,7,2,0
676,-53.9,52.6,32,6,5,1,0
212,-45.0,111.1,141,6,3,1,0
132,-89.4,35.0,273,8,6,1,0
772,-47.1,67.8,161,7,8,0,0
575,-83.1,41.7,239,4,10,1,0
31,-46.4,425.9,9,74,94,156,1
592,-76.0,19.7,112,9,6,2,0
40,-34.1,195.7,8,116,61,120,1
418,-63.9,58.9,73,9,4,1,0
370,-66.1,194.9,62,11,6,20,0
603,-57.5,212.1,115,49,12,19,0
30,-41.5,612.0,8,92,108,190,1
31,-46.0,410.0,2,82,35,74,1
667,-47.7,312.6,2,54,7,15,0
24,-49.4,364.5,4,209,10,105,1
148,-54.8,199.6,11,105,112,17,1
24,-49.9,535.5,15,86,68,77,1
492,-48.0,17.7,169,9,9,5,0
896,-28.3,8.7,225,6,4,1,0
440,-41.3,37.2,35,8,6,2,0
42,-41.1,412.0,5,140,79,98,1
285,-62.3,175.2,57,5,4,2,0
41,-53.1,194.4,11,118,141,152,1
34,-58.4,133.1,9,103,101,120,1
396,-42.6,65.9,127,5,4,0,0
524,-72.8,172.2,140,5,8,0,0
27,-28.1,395.7,12,86,115,54,1
522,-68.5,65.9,144,7,6,1,0
117,-71.8,397.0,79,29,6,13,0
28,-39.5,357.8,9,219,103,65,1
48,-51.1,245.0,69,45,4,16,0
979,-65.4,140.9,99,10,7,14,0
47,-38.3,535.5,16,148,22,196,1
31,-58.1,338.1,12,103,104,57,1
1159,-58.4,138.7,90,3,1,1,0
758,-65.1,130.9,154,5,6,1,0
999,-48.8,109.5,63,3,9,1,0
271,-56.3,290.0,196,4,6,1,0
400,-58.2,72.7,236,4,4,4,0
27,-50.6,531.0,0,125,29,205,1
963,-54.4,157.2,192,5,4,0,0
70,-68.6,39.7,38,5,3,1,0
506,-53.0,321.7,8,63,6,23,0
446,-59.2,247.8,0,3,5,2,0
72,-60.2,119.3,0,85,13,16,1
998,-59.0,210.4,151,39,3,4,0
24,-56.1,312.2,9,34,95,142,1
26,-28.9,537.0,13,117,35,42,1
758,-55.6,16.1,69,7,1,1,0
38,-40.6,624.8,3,160,54,97,1
27,-44.8,319.7,7,46,90,128,1
40,-65.7,48.4,293,8,7,1,0
24,-42.6,275.3,17,56,114,22,1
40,-79.4,56.1,128,12,5,3,0
680,-71.3,131.4,14,3,7,0,0
40,-46.1,750.9,13,94,73,129,1
1476,-62.4,305.6,60,68,7,26,1
53,-55.9,89.5,9,98,65,21,1
24,-46.0,474.1,11,138,83,58,1
480,-76.8,24.2,132,6,6,2,0
40,-62.9,43.3,85,9,9,0,0
32,-49.5,378.5,3,115,139,126,1
34,-59.3,459.3,0,109,39,135,1
417,-72.5,88.0,220,8,8,1,0
27,-47.0,395.1,17,186,72,135,1
36,-29.4,243.4,2,96,134,48,1
43,-36.0,130.1,20,127,60,104,1
447,-46.0,11.9,94,5,1,2,0
480,-66.5,61.8,103,4,5,1,0
24,-45.8,192.1,10,87,116,122,1
1632,-74.3,86.1,41,7,10,3,0
40,-93.6,79.0,0,5,5,1,0
243,-85.4,46.7,90,8,11,1,0
58,-66.8,6.4,126,1,7,0,0
24,-41.1,676.5,12,137,72,142,1
835,-82.9,118.0,63,6,5,0,0
1130,-39.6,26.6,89,7,3,0,0
334,-67.8,81.9,86,3,9,1,0
40,-66.5,23.0,141,6,7,5,0
242,-64.4,35.1,75,4,7,1,0
35,-47.8,234.0,16,66,102,207,1
378,-51.5,163.2,206,5,4,0,0
35,-49.8,297.3,11,105,101,144,1
24,-56.1,148.3,2,150,67,107,1
318,-69.8,7.7,141,7,7,2,0
76,-61.8,183.0,12,116,86,27,1
102,-43.8,40.0,15,49,52,19,1
626,-61.4,66.0,174,7,6,1,0
226,-59.7,286.7,160,92,6,21,0
920,-68.4,35.6,196,7,4,0,0
24,-49.0,506.8,4,105,75,84,1
1315,-64.7,14.1,122,8,6,0,0
470,-73.7,41.9,95,6,9,1,0
941,-77.7,248.6,80,46,7,19,0
510,-77.4,91.4,220,3,3,1,0
690,-92.3,12.2,156,7,7,2,0
915,-74.0,188.8,19,4,7,2,0
34,-44.6,459.1,0,108,99,88,1
595,-49.7,32.4,107,6,4,1,0
617,-76.1,85.6,214,8,6,1,0
56,-41.8,317.8,12,44,19,111,1
33,-57.8,585.1,16,82,57,97,1
38,-40.6,416.3,0,162,100,138,1
150,-40.6,108.2,8,152,22,6,1
328,-81.9,70.8,82,3,3,2,0
1021,-58.7,44.3,138,7,11,1,0
111,-45.7,217.3,11,91,103,22,1
854,-81.5,53.2,89,5,4,0,0
34,-25.0,364.0,16,111,100,61,1
24,-62.2,431.4,18,127,117,196,1
24,-42.3,361.9,13,141,48,243,1
194,-56.1,72.5,251,9,8,1,0
80,-55.2,42.8,10,106,39,15,1
